hprd_interaction_id	interactor_hprd_id	interactor_geneSymbol	interactor_refseq_id	experiment_type	reference_id
COM_1657	02874	TCEB2	NP_996896.1	in vitro	11739384
COM_1657	01905	VHL	NP_000542.1	in vitro	11739384
COM_1658	00147	ARRB2	NP_004304.1	in vivo	11090355
COM_1658	03213	MAP2K4	NP_003001.1	in vivo	11090355
COM_1658	03904	MAP3K5	NP_005914.1	in vivo	11090355
COM_1659	12027	SF3B3	NP_036558.3	in vitro	12234937
COM_1659	15126	PHF5A	NP_116147.1	in vitro	12234937
COM_1659	10410	SF3B2	NP_006833.2	in vitro	12234937
COM_1659	09281	SF3B1	NP_036565.2	in vitro	12234937
COM_1659	09909	DDX42	NP_031398.2	in vitro	12234937
COM_1659	12028	SF3B4	NP_005841.1	in vitro	12234937
COM_1659	18042	SF3B5	NP_112577.1	in vitro	12234937
COM_1659	09702	-	NP_057131.1	in vitro	12234937
COM_166	00312	RBL1	NP_002886.2	in vitro	10540350
COM_166	00453	CCNA2	NP_001228.1	in vitro	10540350
COM_166	01792	TFDP1	NP_009042.1	in vitro	10540350
COM_166	02806	E2F4	NP_001941.2	in vitro	10540350
COM_1660	05198	DNAJB1	NP_006136.1	in vivo	14503850
COM_1660	11881	TTC1	NP_003305.1	in vivo	14503850
COM_1660	00774	HSPA1A	NP_005336.3	in vivo	14503850
COM_1661	03618	EIF3A	NP_003741.1	in vivo	14519125
COM_1661	03734	EIF3E	NP_001559.1	in vivo	14519125
COM_1661	11740	EIF3K	NP_037366.1	in vivo	14519125
COM_1661	04883	EIF3J	NP_003749.2	in vivo	14519125
COM_1661	04884	EIF3I	NP_003748.1	in vivo	14519125
COM_1661	04885	EIF3H	NP_003747.1	in vivo	14519125
COM_1661	04886	EIF3G	NP_003746.2	in vivo	14519125
COM_1661	04887	EIF3F	NP_003745.1	in vivo	14519125
COM_1661	04888	EIF3D	NP_003744.1	in vivo	14519125
COM_1661	04889	EIF3C	NP_003743.1	in vivo	14519125
COM_1661	06795	EIF3B	NP_003742.2	in vivo	14519125
COM_1662	12014	MAPK8IP3	NP_055948.2	in vivo	10629060
COM_1662	05223	MAPK8IP1	NP_005447.1	in vivo	10629060
COM_1662	09674	MAPK8IP2	NP_036456.1	in vivo	10629060
COM_1663	03459	CASP8	NP_001073594.1		9325248
COM_1663	03458	CASP10	NP_116759.2		9325248
COM_1663	04671	CFLAR	NP_003870.4		9325248
COM_1663	04679	TNFRSF10A	NP_003835.3		9325248
COM_1664	03459	CASP8	NP_001073594.1		9325248
COM_1664	03458	CASP10	NP_116759.2		9325248
COM_1664	04671	CFLAR	NP_003870.4		9325248
COM_1664	04680	TNFRSF10B	NP_003833.4		9325248
COM_1665	03458	CASP10	NP_116759.2	in vivo	9045686
COM_1665	03909	FADD	NP_003815.1	in vivo	9045686
COM_1665	01861	TNFRSF1A	NP_001056.1	in vivo	9045686
COM_1666	02676	RFC3	NP_002906.1	in vivo	11907025
COM_1666	02677	RFC5	NP_031396.1	in vivo	11907025
COM_1666	09124	RAD17	NP_579917.1	in vivo	11907025
COM_1666	02675	RFC2	NP_852136.1	in vivo	11907025
COM_1666	00022	RFC4	NP_002907.1	in vivo	11907025
COM_1666	04788	RAD9A	NP_004575.1	in vivo	11907025
COM_1666	04400	RAD1	NP_596868.1	in vivo	11907025
COM_1666	04787	HUS1	NP_004498.1	in vivo	11907025
COM_1668	01468	EIF2AK2	NP_002750.1	in vitro	11438540
COM_1668	04419	ILF2	NP_004506.2	in vitro	11438540
COM_1668	04420	ILF3	NP_060090.2	in vitro	11438540
COM_167	00312	RBL1	NP_002886.2	in vivo	9501179
COM_167	01574	RB1	NP_000312.2	in vivo	9501179
COM_167	01806	E2F1	NP_005216.1	in vivo	9501179
COM_1670	05061	SSRP1	NP_003137.1	in vivo	14660563
COM_1670	16088	SUPT16H	NP_009123.1	in vivo	14660563
COM_1670	11386	NEK9	NP_149107.4	in vivo	14660563
COM_1671	05688	ARHGEF7	NP_001106983.1		12006652
COM_1671	03995	PAK1	AAC24716.1		12006652
COM_1671	03937	PXN	BAA18998.1		12006652
COM_1671	09779	GIT2	NP_476510.1		12006652
COM_1672	10350	KHSRP	NP_003676.2	in vitro;in vivo	11003644
COM_1672	02823	PTBP1	NP_002810.1	in vitro;in vivo	11003644
COM_1672	10349	FUBP1	AAH17247.1	in vitro;in vivo	11003644
COM_1672	03021	HNRNPH1	NP_005511.1	in vitro;in vivo	11003644
COM_1672	03023	HNRNPF	NP_004957.1	in vitro;in vivo	11003644
COM_1674	05437	MED26	NP_004822.2	in vivo	15175163
COM_1674	14381	MED28	NP_079481.2	in vivo	15175163
COM_1674	14383	MED9	NP_060489.1	in vivo	15175163
COM_1674	13748	MED29	NP_060062.1	in vivo	15175163
COM_1674	17477	MED19	NP_703151.1	in vivo	15175163
COM_1675	05869	IKZF3	NP_036613.2	in vivo	10357820
COM_1675	09690	SIN3A	NP_056292.1	in vivo	10357820
COM_1675	03143	HDAC1	NP_004955.2	in vivo	10357820
COM_1675	04318	IKZF1	NP_006051.1	in vivo	10357820
COM_1675	09691	SIN3B	NP_056075.1	in vivo	10357820
COM_1676	06577	GIT1	NP_001078923.1	in vitro;in vivo	12923177
COM_1676	10810	ERC2	NP_056391.1	in vitro;in vivo	12923177
COM_1676	11451	PPFIA1	NP_003617.1	in vitro;in vivo	12923177
COM_1676	18994	GRIP2	NP_001073892.1	in vitro;in vivo	12923177
COM_1677	06583	MAGEE1	NP_065983.1	in vitro	14623885
COM_1677	03141	DTNA	NP_001381.2	in vitro	14623885
COM_1677	03009	SNTA1	NP_003089.1	in vitro	14623885
COM_1677	09091	DTNB	NP_068707.1	in vitro	14623885
COM_1678	00851	HOXB8	NP_076921.1	in vitro	11438208
COM_1678	03443	MEIS2	NP_733775.1	in vitro	11438208
COM_1678	15938	PBX3	NP_006186.1	in vitro	11438208
COM_1679	06688	CSH2	NP_066271.1	in vivo	10944529
COM_1679	18306	XAB2	NP_064581.2	in vivo	10944529
COM_1679	08916	POLR2A	NP_000928.1	in vivo	10944529
COM_168	00312	RBL1	NP_002886.2	in vivo	7958925
COM_168	01792	TFDP1	NP_009042.1	in vivo	7958925
COM_168	02806	E2F4	NP_001941.2	in vivo	7958925
COM_1680	06289	MUTED	NP_958437.1	in vitro;in vivo	12019270
COM_1680	16055	PLDN	NP_036520.1	in vitro;in vivo	12019270
COM_1680	03880	AP3S2	NP_005820.1	in vitro;in vivo	12019270
COM_1682	01713	MED22	NP_598395.1	in vivo	15175163
COM_1682	02176	MED12	NP_005111.2	in vivo	15175163
COM_1682	05055	MED1	NP_004765.2	in vivo	15175163
COM_1682	02172	MED14	NP_004220.2	in vivo	15175163
COM_1682	05436	MED23	NP_004821.2	in vivo	15175163
COM_1682	12117	MED15	NP_001003891.1	in vivo	15175163
COM_1682	06107	MED24	NP_055630.2	in vivo	15175163
COM_1682	06816	MED16	NP_005472.2	in vivo	15175163
COM_1682	10579	MED13L	NP_056150.1	in vivo	15175163
COM_1682	07229	MED13	NP_005112.2	in vivo	15175163
COM_1682	14380	MED25	NP_112235.2	in vivo	15175163
COM_1682	04816	MED17	NP_004259.3	in vivo	15175163
COM_1682	05439	MED7	NP_004261.1	in vivo	15175163
COM_1682	05437	MED26	NP_004822.2	in vivo	15175163
COM_1682	04422	CDK8	NP_001251.1	in vivo	15175163
COM_1682	08909	CDK11B	NP_001778.1	in vivo	15175163
COM_1682	16145	MED4	NP_054885.1	in vivo	15175163
COM_1682	17477	MED19	NP_703151.1	in vivo	15175163
COM_1682	04284	MED6	NP_005457.2	in vivo	15175163
COM_1682	06991	MED8	NP_443109.2	in vivo	15175163
COM_1682	17476	MED18	NP_060108.2	in vivo	15175163
COM_1682	15638	MED20	NP_004266.2	in vivo	15175163
COM_1682	13748	MED29	NP_060062.1	in vivo	15175163
COM_1682	11631	MED30	NP_542382.1	in vivo	15175163
COM_1682	14709	MED11	NP_001001683.1	in vivo	15175163
COM_1682	14382	MED31	NP_057144.1	in vivo	15175163
COM_1682	09156	MED21	NP_004255.2	in vivo	15175163
COM_1682	14381	MED28	NP_079481.2	in vivo	15175163
COM_1682	14383	MED9	NP_060489.1	in vivo	15175163
COM_1683	06360	APH1A	AAH20590.1	in vitro;in vivo	14572442
COM_1683	06362	PSENEN	NP_758844.1	in vitro;in vivo	14572442
COM_1683	00087	PSEN1	NP_000012.1	in vitro;in vivo	14572442
COM_1683	05584	NCSTN	NP_056146.1	in vitro;in vivo	14572442
COM_1683	04087	APBB1	NP_001155.1	in vitro;in vivo	14572442
COM_1684	08916	POLR2A	NP_000928.1	in vitro	9710619
COM_1684	03435	SMARCC1	NP_003065.3	in vitro	9710619
COM_1684	03364	SMARCB1	NP_003064.2	in vitro	9710619
COM_1684	02483	SMARCA2	NP_003061.3	in vitro	9710619
COM_1684	03437	SMARCC2	NP_003066.2	in vitro	9710619
COM_1684	00456	CCNC	NP_005181.2	in vitro	9710619
COM_1684	09156	MED21	NP_004255.2	in vitro	9710619
COM_1684	04422	CDK8	NP_001251.1	in vitro	9710619
COM_1684	03438	SMARCD1	NP_003067.3	in vitro	9710619
COM_1685	00456	CCNC	NP_005181.2	in vivo	15175163
COM_1685	04422	CDK8	NP_001251.1	in vivo	15175163
COM_1685	16145	MED4	NP_054885.1	in vivo	15175163
COM_1685	04284	MED6	NP_005457.2	in vivo	15175163
COM_1685	15638	MED20	NP_004266.2	in vivo	15175163
COM_1685	14382	MED31	NP_057144.1	in vivo	15175163
COM_1685	04816	MED17	NP_004259.3	in vivo	15175163
COM_1685	14381	MED28	NP_079481.2	in vivo	15175163
COM_1685	07229	MED13	NP_005112.2	in vivo	15175163
COM_1685	02176	MED12	NP_005111.2	in vivo	15175163
COM_1685	05055	MED1	NP_004765.2	in vivo	15175163
COM_1685	02172	MED14	NP_004220.2	in vivo	15175163
COM_1685	05436	MED23	NP_004821.2	in vivo	15175163
COM_1685	11631	MED30	NP_542382.1	in vivo	15175163
COM_1685	09156	MED21	NP_004255.2	in vivo	15175163
COM_1685	06107	MED24	NP_055630.2	in vivo	15175163
COM_1685	06816	MED16	NP_005472.2	in vivo	15175163
COM_1685	05439	MED7	NP_004261.1	in vivo	15175163
COM_1686	06459	BEGAIN	NP_065887.1	in vivo	9756850
COM_1686	09260	DLGAP1	NP_004737.2	in vivo	9756850
COM_1686	04199	DLG4	NP_001356.1	in vivo	9756850
COM_1687	07229	MED13	NP_005112.2	in vivo	15175163
COM_1687	02176	MED12	NP_005111.2	in vivo	15175163
COM_1687	05055	MED1	NP_004765.2	in vivo	15175163
COM_1687	02172	MED14	NP_004220.2	in vivo	15175163
COM_1687	05436	MED23	NP_004821.2	in vivo	15175163
COM_1687	12117	MED15	NP_001003891.1	in vivo	15175163
COM_1687	06107	MED24	NP_055630.2	in vivo	15175163
COM_1687	14380	MED25	NP_112235.2	in vivo	15175163
COM_1687	04816	MED17	NP_004259.3	in vivo	15175163
COM_1687	16145	MED4	NP_054885.1	in vivo	15175163
COM_1687	04284	MED6	NP_005457.2	in vivo	15175163
COM_1687	06991	MED8	NP_443109.2	in vivo	15175163
COM_1687	15638	MED20	NP_004266.2	in vivo	15175163
COM_1687	11631	MED30	NP_542382.1	in vivo	15175163
COM_1687	09156	MED21	NP_004255.2	in vivo	15175163
COM_1687	05439	MED7	NP_004261.1	in vivo	15175163
COM_1687	14381	MED28	NP_079481.2	in vivo	15175163
COM_1688	14381	MED28	NP_079481.2	in vivo	15175163
COM_1688	07229	MED13	NP_005112.2	in vivo	15175163
COM_1688	02176	MED12	NP_005111.2	in vivo	15175163
COM_1688	05055	MED1	NP_004765.2	in vivo	15175163
COM_1688	02172	MED14	NP_004220.2	in vivo	15175163
COM_1688	05436	MED23	NP_004821.2	in vivo	15175163
COM_1688	06107	MED24	NP_055630.2	in vivo	15175163
COM_1688	06816	MED16	NP_005472.2	in vivo	15175163
COM_1688	14380	MED25	NP_112235.2	in vivo	15175163
COM_1688	04816	MED17	NP_004259.3	in vivo	15175163
COM_1688	05437	MED26	NP_004822.2	in vivo	15175163
COM_1688	16145	MED4	NP_054885.1	in vivo	15175163
COM_1688	04284	MED6	NP_005457.2	in vivo	15175163
COM_1688	09156	MED21	NP_004255.2	in vivo	15175163
COM_1688	05439	MED7	NP_004261.1	in vivo	15175163
COM_169	00312	RBL1	NP_002886.2	in vitro;in vivo	12150994,7958925,7958924
COM_169	01792	TFDP1	NP_009042.1	in vitro;in vivo	12150994,7958925,7958924
COM_169	02806	E2F4	NP_001941.2	in vitro;in vivo	12150994,7958925,7958924
COM_169	02983	E2F5	NP_001942.2	in vitro;in vivo	12150994,7958925,7958924
COM_169	02995	SMAD4	NP_005350.1	in vitro;in vivo	12150994,7958925,7958924
COM_169	04380	SMAD3	NP_005893.1	in vitro;in vivo	12150994,7958925,7958924
COM_1690	14381	MED28	NP_079481.2	in vivo	15175163
COM_1690	02172	MED14	NP_004220.2	in vivo	15175163
COM_1690	06816	MED16	NP_005472.2	in vivo	15175163
COM_1690	16145	MED4	NP_054885.1	in vivo	15175163
COM_1690	04284	MED6	NP_005457.2	in vivo	15175163
COM_1690	17476	MED18	NP_060108.2	in vivo	15175163
COM_1690	15638	MED20	NP_004266.2	in vivo	15175163
COM_1690	09156	MED21	NP_004255.2	in vivo	15175163
COM_1691	01713	MED22	NP_598395.1	in vivo	15175163
COM_1691	14709	MED11	NP_001001683.1	in vivo	15175163
COM_1691	05439	MED7	NP_004261.1	in vivo	15175163
COM_1691	02176	MED12	NP_005111.2	in vivo	15175163
COM_1691	05055	MED1	NP_004765.2	in vivo	15175163
COM_1691	04816	MED17	NP_004259.3	in vivo	15175163
COM_1691	00456	CCNC	NP_005181.2	in vivo	15175163
COM_1691	04422	CDK8	NP_001251.1	in vivo	15175163
COM_1691	17477	MED19	NP_703151.1	in vivo	15175163
COM_1691	04284	MED6	NP_005457.2	in vivo	15175163
COM_1691	06991	MED8	NP_443109.2	in vivo	15175163
COM_1691	17476	MED18	NP_060108.2	in vivo	15175163
COM_1691	15638	MED20	NP_004266.2	in vivo	15175163
COM_1691	13748	MED29	NP_060062.1	in vivo	15175163
COM_1691	11631	MED30	NP_542382.1	in vivo	15175163
COM_1691	14383	MED9	NP_060489.1	in vivo	15175163
COM_1691	14381	MED28	NP_079481.2	in vivo	15175163
COM_1693	14382	MED31	NP_057144.1	in vivo	15175163
COM_1693	02172	MED14	NP_004220.2	in vivo	15175163
COM_1693	16145	MED4	NP_054885.1	in vivo	15175163
COM_1693	04284	MED6	NP_005457.2	in vivo	15175163
COM_1693	06816	MED16	NP_005472.2	in vivo	15175163
COM_1693	04816	MED17	NP_004259.3	in vivo	15175163
COM_1693	05436	MED23	NP_004821.2	in vivo	15175163
COM_1693	06107	MED24	NP_055630.2	in vivo	15175163
COM_1693	15638	MED20	NP_004266.2	in vivo	15175163
COM_1693	11631	MED30	NP_542382.1	in vivo	15175163
COM_1693	09156	MED21	NP_004255.2	in vivo	15175163
COM_1693	04357	CBX4	NP_003646.2	in vivo	15175163
COM_1694	09156	MED21	NP_004255.2	in vivo	15175163
COM_1694	05055	MED1	NP_004765.2	in vivo	15175163
COM_1694	02172	MED14	NP_004220.2	in vivo	15175163
COM_1694	05436	MED23	NP_004821.2	in vivo	15175163
COM_1694	12117	MED15	NP_001003891.1	in vivo	15175163
COM_1694	06107	MED24	NP_055630.2	in vivo	15175163
COM_1694	14380	MED25	NP_112235.2	in vivo	15175163
COM_1694	04816	MED17	NP_004259.3	in vivo	15175163
COM_1694	05437	MED26	NP_004822.2	in vivo	15175163
COM_1694	04284	MED6	NP_005457.2	in vivo	15175163
COM_1698	07060	TAF2	NP_003175.1	in vivo	10373431
COM_1698	11797	TAF4	NP_003176.2	in vivo	10373431
COM_1698	11876	TAF5	NP_008882.2	in vivo	10373431
COM_1698	03807	KAT2A	NP_066564.2	in vivo	10373431
COM_1698	11619	TAF5L	NP_055224.1	in vivo	10373431
COM_1698	04252	TADA3	NP_006345.1	in vivo	10373431
COM_1698	04254	SUPT3H	O75486	in vivo	10373431
COM_1698	15972	TAF10	NP_006275.1	in vivo	10373431
COM_1698	04310	TRRAP	NP_003487.1	in vivo	10373431
COM_1699	03784	TADA2A	NP_001479.3	in vivo	10373431
COM_1699	04252	TADA3	NP_006345.1	in vivo	10373431
COM_1699	04254	SUPT3H	O75486	in vivo	10373431
COM_1699	15972	TAF10	NP_006275.1	in vivo	10373431
COM_1699	06780	KAT2B	NP_003875.3	in vivo	10373431
COM_1699	03807	KAT2A	NP_066564.2	in vivo	10373431
COM_1699	11619	TAF5L	NP_055224.1	in vivo	10373431
COM_17	04380	SMAD3	NP_005893.1	in vivo	15356634
COM_17	00023	PML	NP_150241.2	in vivo	15356634
COM_17	03221	SMAD2	NP_005892.1	in vivo	15356634
COM_1700	01418	SERPINE1	NP_000593.1	in vivo	2544876
COM_1700	01883	PLAU	NP_002649.1	in vivo	2544876
COM_1700	01421	PLAUR	NP_002650.1	in vivo	2544876
COM_1701	01907	WEE1	NP_003381.1	in vivo	15070733
COM_1701	03255	SKP1	NP_733779.1	in vivo	15070733
COM_1701	07294	FBXW11	NP_036432.2	in vivo	15070733
COM_1701	05740	FBXL7	NP_036436.1	in vivo	15070733
COM_1701	05741	KDM2A	NP_036440.1	in vivo	15070733
COM_1701	09950	FBXW2	NP_036296.2	in vivo	15070733
COM_1701	None	-	-	in vivo	15070733
COM_1701	10955	FBXW5	NP_061871.1	in vivo	15070733
COM_1701	16427	FBXW8	NP_699179.2	in vivo	15070733
COM_1701	05888	FBXW7	NP_361014.1	in vivo	15070733
COM_1704	01907	WEE1	NP_003381.1	in vivo	15070733
COM_1704	04596	BTRC	NP_378663.1	in vivo	15070733
COM_1704	09950	FBXW2	NP_036296.2	in vivo	15070733
COM_1704	10955	FBXW5	NP_061871.1	in vivo	15070733
COM_1704	16427	FBXW8	NP_699179.2	in vivo	15070733
COM_1704	05888	FBXW7	NP_361014.1	in vivo	15070733
COM_1704	05470	RASSF1	NP_733832.1	in vivo	15070733
COM_1704	05741	KDM2A	NP_036440.1	in vivo	15070733
COM_1704	03255	SKP1	NP_733779.1	in vivo	15070733
COM_1704	None	-	-	in vivo	15070733
COM_1705	01907	WEE1	NP_003381.1	in vivo	15070733
COM_1705	03256	SKP2	NP_005974.2	in vivo	15070733
COM_1705	09950	FBXW2	NP_036296.2	in vivo	15070733
COM_1705	10955	FBXW5	NP_061871.1	in vivo	15070733
COM_1705	16427	FBXW8	NP_699179.2	in vivo	15070733
COM_1705	05888	FBXW7	NP_361014.1	in vivo	15070733
COM_1705	05740	FBXL7	NP_036436.1	in vivo	15070733
COM_1705	05741	KDM2A	NP_036440.1	in vivo	15070733
COM_1705	03255	SKP1	NP_733779.1	in vivo	15070733
COM_1705	None	-	-	in vivo	15070733
COM_1706	03229	TSG101	NP_006283.1	in vitro	11916981
COM_1706	11675	VPS28	NP_898880.1	in vitro	11916981
COM_1706	05085	HGS	NP_004703.1	in vitro	11916981
COM_171	03321	CASP6	NP_001217.2	in vivo	10205159
COM_171	00318	HSPD1	NP_002147.2	in vivo	10205159
COM_171	02799	CASP3	NP_004337.2	in vivo	10205159
COM_1712	04400	RAD1	NP_596868.1	in vivo	15556996
COM_1712	04788	RAD9A	NP_004575.1	in vivo	15556996
COM_1712	04787	HUS1	NP_004498.1	in vivo	15556996
COM_1712	02670	FEN1	NP_004102.1	in vivo	15556996
COM_1713	04400	RAD1	NP_596868.1	in vitro	15871698
COM_1713	04787	HUS1	NP_004498.1	in vitro	15871698
COM_1713	04788	RAD9A	NP_004575.1	in vitro	15871698
COM_1713	00534	LIG1	NP_000225.1	in vitro	15871698
COM_1714	04400	RAD1	NP_596868.1	in vitro	15314187
COM_1714	04788	RAD9A	NP_004575.1	in vitro	15314187
COM_1714	04787	HUS1	NP_004498.1	in vitro	15314187
COM_1714	07517	POLB	NP_002681.1	in vitro	15314187
COM_1715	04078	EP300	NP_001420.2	in vitro	15280364
COM_1715	09133	HDAC7	NP_056216.2	in vitro	15280364
COM_1715	09426	HIF1AN	NP_060372.2	in vitro	15280364
COM_1716	01903	ITGAV	NP_002201.1	in vivo	12750158
COM_1716	12038	F11R	NP_653086.1	in vivo	12750158
COM_1716	01428	ITGB3	NP_000203.2	in vivo	12750158
COM_1717	01428	ITGB3	NP_000203.2	in vivo	11171323
COM_1717	12038	F11R	NP_653086.1	in vivo	11171323
COM_1717	06377	ITGA2B	NP_000410.2	in vivo	11171323
COM_1718	11855	RAD52	NP_002870.2	in vivo	14734547
COM_1718	00533	ERCC1	NP_973730.1	in vivo	14734547
COM_1718	00594	ERCC4	NP_005227.1	in vivo	14734547
COM_172	00333	CHRNA4	NP_000735.1	in vitro;in vivo	12202488
COM_172	00335	CHRNB2	NP_000739.1	in vitro;in vivo	12202488
COM_172	02890	VSNL1	NP_003376.2	in vitro;in vivo	12202488
COM_1720	04420	ILF3	NP_060090.2	in vitro	11739746,9442054
COM_1720	16367	BLZF1	NP_003657.1	in vitro	11739746,9442054
COM_1720	08935	XRCC5	NP_066964.1	in vitro	11739746,9442054
COM_1720	02941	PRKDC	NP_008835.5	in vitro	11739746,9442054
COM_1720	04881	EIF2S1	NP_004085.1	in vitro	11739746,9442054
COM_1720	04882	EIF2S2	NP_003899.2	in vitro	11739746,9442054
COM_1723	09409	MLPH	NP_077006.1	in vitro;in vivo	12531900
COM_1723	01179	MYO5A	NP_000250.3	in vitro;in vivo	12531900
COM_1723	04845	RAB27A	NP_004571.2	in vitro;in vivo	12531900
COM_1724	04420	ILF3	NP_060090.2	in vitro;in vivo	16055709
COM_1724	04419	ILF2	NP_004506.2	in vitro;in vivo	16055709
COM_1724	07528	ADAR	NP_001102.2	in vitro;in vivo	16055709
COM_1725	03898	ITSN1	NP_003015.2	in vitro;in vivo	10336464
COM_1725	00350	CLTC	NP_004850.1	in vitro;in vivo	10336464
COM_1725	03016	AP2A1	AAH14214.1	in vitro;in vivo	10336464
COM_1725	03851	DNM1	NP_004399.2	in vitro;in vivo	10336464
COM_1726	09532	MORF4L1	NP_996670.1	in vivo	14966270
COM_1726	13347	MEAF6	NP_073593.2	in vivo	14966270
COM_1726	06321	ING3	NP_061944.2	in vivo	14966270
COM_1726	16070	RUVBL2	NP_006657.1	in vivo	14966270
COM_1726	09941	EPC1	NP_079485.1	in vivo	14966270
COM_1726	13274	EPC2	NP_056445.3	in vivo	14966270
COM_1726	03245	KAT5	NP_874369.1	in vivo	14966270
COM_1726	00032	ACTB	NP_001092.1	in vivo	14966270
COM_1726	03666	YEATS4	NP_006521.1	in vivo	14966270
COM_1726	04166	BRD8	NP_631938.1	in vivo	14966270
COM_1726	04310	TRRAP	NP_003487.1	in vivo	14966270
COM_1726	05389	ACTL6A	NP_004292.1	in vivo	14966270
COM_1726	05465	DMAP1	NP_061973.1	in vivo	14966270
COM_1726	09143	RUVBL1	NP_003698.1	in vivo	14966270
COM_1726	09378	EP400	NP_056224.2	in vivo	14966270
COM_1727	00032	ACTB	NP_001092.1	in vivo	12963728
COM_1727	02326	MORF4L2	NP_036418.1	in vivo	12963728
COM_1727	06321	ING3	NP_061944.2	in vivo	12963728
COM_1727	03666	YEATS4	NP_006521.1	in vivo	12963728
COM_1727	04166	BRD8	NP_631938.1	in vivo	12963728
COM_1727	04310	TRRAP	NP_003487.1	in vivo	12963728
COM_1727	05389	ACTL6A	NP_004292.1	in vivo	12963728
COM_1727	05465	DMAP1	NP_061973.1	in vivo	12963728
COM_1727	09378	EP400	NP_056224.2	in vivo	12963728
COM_1727	09532	MORF4L1	NP_996670.1	in vivo	12963728
COM_1727	13347	MEAF6	NP_073593.2	in vivo	12963728
COM_1727	09941	EPC1	NP_079485.1	in vivo	12963728
COM_1727	00774	HSPA1A	NP_005336.3	in vivo	12963728
COM_1727	10897	RSL1D1	CAA07491.1	in vivo	12963728
COM_1727	16646	C20orf20	NP_060740.1	in vivo	12963728
COM_1727	09143	RUVBL1	NP_003698.1	in vivo	12963728
COM_1727	16070	RUVBL2	NP_006657.1	in vivo	12963728
COM_1727	03245	KAT5	NP_874369.1	in vivo	12963728
COM_1728	04310	TRRAP	NP_003487.1	in vitro;in vivo	15647280
COM_1728	04166	BRD8	NP_631938.1	in vitro;in vivo	15647280
COM_1728	09378	EP400	NP_056224.2	in vitro;in vivo	15647280
COM_1728	09941	EPC1	NP_079485.1	in vitro;in vivo	15647280
COM_1728	13274	EPC2	NP_056445.3	in vitro;in vivo	15647280
COM_1728	06321	ING3	NP_061944.2	in vitro;in vivo	15647280
COM_1728	09532	MORF4L1	NP_996670.1	in vitro;in vivo	15647280
COM_1728	02326	MORF4L2	NP_036418.1	in vitro;in vivo	15647280
COM_1728	16646	C20orf20	NP_060740.1	in vitro;in vivo	15647280
COM_1728	13347	MEAF6	NP_073593.2	in vitro;in vivo	15647280
COM_1728	05465	DMAP1	NP_061973.1	in vitro;in vivo	15647280
COM_1728	09143	RUVBL1	NP_003698.1	in vitro;in vivo	15647280
COM_1728	16070	RUVBL2	NP_006657.1	in vitro;in vivo	15647280
COM_1728	03666	YEATS4	NP_006521.1	in vitro;in vivo	15647280
COM_1728	05389	ACTL6A	NP_004292.1	in vitro;in vivo	15647280
COM_1728	02791	VPS72	NP_005988.1	in vitro;in vivo	15647280
COM_1728	03245	KAT5	NP_874369.1	in vitro;in vivo	15647280
COM_173	00347	CNTF	NP_000605.1	in vitro	11464862
COM_173	00348	CNTFR	NP_001833.1	in vitro	11464862
COM_173	06343	LRPPRC	NP_573566.2	in vitro	11464862
COM_1736	00354	COL4A3	NP_000082.2	in vitro	12682293
COM_1736	01903	ITGAV	NP_002201.1	in vitro	12682293
COM_1736	01428	ITGB3	NP_000203.2	in vitro	12682293
COM_1738	08844	GABRB3	NP_068712.1	in vitro	12225856
COM_1738	00662	GABRA1	NP_000797.2	in vitro	12225856
COM_1738	00663	GABRG2	NP_944493.2	in vitro	12225856
COM_1740	00823	H2AFZ	NP_002097.1	in vivo	14759373
COM_1740	01246	NPM1	NP_002511.1	in vivo	14759373
COM_1740	00536	TOP2A	NP_001058.2	in vivo	14759373
COM_1740	01035	LMNA	CAA27173.1	in vivo	14759373
COM_1740	01435	PARP1	NP_001609.2	in vivo	14759373
COM_1740	09023	SET	NP_001116293.1	in vivo	14759373
COM_1740	08851	HIST2H2AA3	NP_003507.1	in vivo	14759373
COM_1740	03536	KPNA3	NP_002258.2	in vivo	14759373
COM_1740	05005	CTCF	NP_006556.1	in vivo	14759373
COM_1740	02819	KPNA1	NP_002255.3	in vivo	14759373
COM_1741	02172	MED14	NP_004220.2	in vitro	10235267
COM_1741	07229	MED13	NP_005112.2	in vitro	10235267
COM_1741	02176	MED12	NP_005111.2	in vitro	10235267
COM_1741	05055	MED1	NP_004765.2	in vitro	10235267
COM_1741	05436	MED23	NP_004821.2	in vitro	10235267
COM_1741	12117	MED15	NP_001003891.1	in vitro	10235267
COM_1741	14380	MED25	NP_112235.2	in vitro	10235267
COM_1741	11985	ACAD8	NP_055199.1	in vitro	10235267
COM_1741	10367	ARPC2	NP_690601.1	in vitro	10235267
COM_1741	04284	MED6	NP_005457.2	in vitro	10235267
COM_1741	06991	MED8	NP_443109.2	in vitro	10235267
COM_1742	02172	MED14	NP_004220.2	in vitro	9734358
COM_1742	04284	MED6	NP_005457.2	in vitro	9734358
COM_1742	04422	CDK8	NP_001251.1	in vitro	9734358
COM_1742	00456	CCNC	NP_005181.2	in vitro	9734358
COM_1742	09156	MED21	NP_004255.2	in vitro	9734358
COM_1744	07202	MSH6	NP_000170.1	in vitro	15808853
COM_1744	00389	MSH2	NP_000242.1	in vitro	15808853
COM_1744	01504	PRKCZ	NP_002735.3	in vitro	15808853
